ZaporednaStevilkaOsebeVPN,VremenskeOkoliscine,StanjePrometa,StanjeVozisca,VrstaVozisca
7827001,JASNO,GOST,SUHO,ASFALT
7828001,JASNO,GOST,SUHO,ASFALT
7828002,JASNO,GOST,SUHO,ASFALT
7829001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7829002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7830001,JASNO,REDEK,MOKRO,ASFALT
7831001,JASNO,GOST,SUHO,ASFALT
7831002,JASNO,GOST,SUHO,ASFALT
7832001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7833001,JASNO,REDEK,SUHO,ASFALT
7834001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7834002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7835001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7835002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7836001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7836002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7837001,JASNO,REDEK,SUHO,ASFALT
7837002,JASNO,REDEK,SUHO,ASFALT
7837003,JASNO,REDEK,SUHO,ASFALT
7838001,OBLAČNO,REDEK,SUHO,ASFALT
7839001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7839002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7840001,NEZNANO,TEKOČ (NORMALEN),OSTALO,ASFALT
7841001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7842001,OBLAČNO,GOST,SUHO,ASFALT
7842002,OBLAČNO,GOST,SUHO,ASFALT
7842003,OBLAČNO,GOST,SUHO,ASFALT
7842004,OBLAČNO,GOST,SUHO,ASFALT
7843001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7844001,JASNO,NEZNANO,SUHO,ASFALT
7844002,JASNO,NEZNANO,SUHO,ASFALT
7845001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7845002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7846001,OBLAČNO,GOST,SUHO,ASFALT
7846002,OBLAČNO,GOST,SUHO,ASFALT
7847001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7848001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7848002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7849001,JASNO,REDEK,SUHO,ASFALT
7850001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7850002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7850003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7851001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7851002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7851003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7852001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7853001,JASNO,REDEK,SUHO,ASFALT
7853002,JASNO,REDEK,SUHO,ASFALT
7854001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7854002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7855001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7856001,JASNO,NEZNANO,SUHO,ASFALT
7856002,JASNO,NEZNANO,SUHO,ASFALT
7857001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7858001,NEZNANO,NEZNANO,OSTALO,ASFALT
7859001,JASNO,NEZNANO,SUHO,ASFALT
7859002,JASNO,NEZNANO,SUHO,ASFALT
7859003,JASNO,NEZNANO,SUHO,ASFALT
7860001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7860002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7861001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7861002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7862001,JASNO,REDEK,SUHO,MAKADAM
7862002,JASNO,REDEK,SUHO,MAKADAM
7863001,OBLAČNO,REDEK,SUHO,TLAKOVANO VOZIŠČE
7864001,JASNO,REDEK,SUHO,ASFALT
7864002,JASNO,REDEK,SUHO,ASFALT
7865001,JASNO,REDEK,SUHO,ASFALT
7865002,JASNO,REDEK,SUHO,ASFALT
7866001,OBLAČNO,REDEK,SUHO,ASFALT
7866002,OBLAČNO,REDEK,SUHO,ASFALT
7867001,OBLAČNO,REDEK,SUHO,ASFALT
7867002,OBLAČNO,REDEK,SUHO,ASFALT
7868001,JASNO,GOST,SUHO,ASFALT
7869001,JASNO,REDEK,SUHO,ASFALT
7869002,JASNO,REDEK,SUHO,ASFALT
7870001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7871001,OBLAČNO,GOST,SUHO,ASFALT
7871002,OBLAČNO,GOST,SUHO,ASFALT
7872001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7872002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7873001,JASNO,ZASTOJI,SUHO,ASFALT
7873002,JASNO,ZASTOJI,SUHO,ASFALT
7874001,JASNO,REDEK,SUHO,ASFALT
7875001,OBLAČNO,GOST,SUHO,ASFALT
7875002,OBLAČNO,GOST,SUHO,ASFALT
7876001,DEŽEVNO,REDEK,MOKRO,ASFALT
7877001,JASNO,GOST,SUHO,ASFALT
7877002,JASNO,GOST,SUHO,ASFALT
7878001,JASNO,REDEK,SUHO,ASFALT
7879001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7879002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7880001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7881001,JASNO,REDEK,SUHO,ASFALT
7882001,JASNO,GOST,SUHO,ASFALT
7882002,JASNO,GOST,SUHO,ASFALT
7883001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7884001,JASNO,REDEK,SUHO,MAKADAM
7885001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7885002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7886001,JASNO,REDEK,SUHO,ASFALT
7886002,JASNO,REDEK,SUHO,ASFALT
7887001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7887002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7888001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7888002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7888003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7889001,JASNO,REDEK,SUHO,ASFALT
7889002,JASNO,REDEK,SUHO,ASFALT
7890001,JASNO,NEZNANO,SUHO,ASFALT
7890002,JASNO,NEZNANO,SUHO,ASFALT
7891001,JASNO,REDEK,SUHO,ASFALT
7892001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7892002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7893001,NEZNANO,NEZNANO,SUHO,ASFALT
7894001,JASNO,REDEK,SUHO,ASFALT
7895001,JASNO,KOLONA VOZIL,SUHO,ASFALT
7895002,JASNO,KOLONA VOZIL,SUHO,ASFALT
7896001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7897001,JASNO,KOLONA VOZIL,SUHO,ASFALT
7897002,JASNO,KOLONA VOZIL,SUHO,ASFALT
7898001,JASNO,GOST,SUHO,ASFALT
7898002,JASNO,GOST,SUHO,ASFALT
7899001,JASNO,REDEK,SUHO,ASFALT
7899002,JASNO,REDEK,SUHO,ASFALT
7900001,OBLAČNO,REDEK,SUHO,ASFALT
7901001,OBLAČNO,REDEK,SUHO,ASFALT
7901002,OBLAČNO,REDEK,SUHO,ASFALT
7902001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7902002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7902003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7903001,JASNO,REDEK,SUHO,ASFALT
7903002,JASNO,REDEK,SUHO,ASFALT
7904001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7904002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7905001,OBLAČNO,REDEK,MOKRO,ASFALT
7905002,OBLAČNO,REDEK,MOKRO,ASFALT
7906001,JASNO,NEZNANO,SUHO,ASFALT
7906002,JASNO,NEZNANO,SUHO,ASFALT
7907001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7908001,DEŽEVNO,NEZNANO,MOKRO,ASFALT
7908002,DEŽEVNO,NEZNANO,MOKRO,ASFALT
7908003,DEŽEVNO,NEZNANO,MOKRO,ASFALT
7909001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7910001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7910002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7911001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7911002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7911003,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7911004,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7911005,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7911006,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7911007,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7912001,JASNO,NEZNANO,SUHO,ASFALT
7913001,JASNO,REDEK,SUHO,ASFALT
7914001,JASNO,REDEK,SUHO,ASFALT
7915001,JASNO,REDEK,SUHO,ASFALT
7915002,JASNO,REDEK,SUHO,ASFALT
7916001,JASNO,REDEK,SUHO,ASFALT
7916002,JASNO,REDEK,SUHO,ASFALT
7917001,JASNO,GOST,SUHO,ASFALT
7917002,JASNO,GOST,SUHO,ASFALT
7918001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7918002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7919001,OBLAČNO,GOST,SUHO,ASFALT
7919002,OBLAČNO,GOST,SUHO,ASFALT
7919003,OBLAČNO,GOST,SUHO,ASFALT
7919004,OBLAČNO,GOST,SUHO,ASFALT
7920001,JASNO,NEZNANO,SUHO,ASFALT
7921001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7922001,OBLAČNO,GOST,SUHO,ASFALT
7922002,OBLAČNO,GOST,SUHO,ASFALT
7923001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7924001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7925001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7925002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7926001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7927001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7928001,JASNO,KOLONA VOZIL,OSTALO,ASFALT
7928002,JASNO,KOLONA VOZIL,OSTALO,ASFALT
7929001,JASNO,REDEK,SUHO,ASFALT
7929002,JASNO,REDEK,SUHO,ASFALT
7930001,OBLAČNO,REDEK,SUHO,ASFALT
7930002,OBLAČNO,REDEK,SUHO,ASFALT
7931001,JASNO,GOST,SUHO,ASFALT
7931002,JASNO,GOST,SUHO,ASFALT
7932001,JASNO,GOST,SUHO,ASFALT
7932002,JASNO,GOST,SUHO,ASFALT
7932003,JASNO,GOST,SUHO,ASFALT
7933001,JASNO,GOST,OSTALO,ASFALT
7933002,JASNO,GOST,OSTALO,ASFALT
7934001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7935001,JASNO,GOST,SUHO,ASFALT
7935002,JASNO,GOST,SUHO,ASFALT
7935003,JASNO,GOST,SUHO,ASFALT
7936001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7936002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7937001,JASNO,GOST,SUHO,ASFALT
7937002,JASNO,GOST,SUHO,ASFALT
7938001,JASNO,REDEK,SUHO,ASFALT
7939001,JASNO,GOST,SUHO,ASFALT
7940001,JASNO,REDEK,SUHO,ASFALT
7940002,JASNO,REDEK,SUHO,ASFALT
7941001,DEŽEVNO,REDEK,MOKRO,ASFALT
7942001,JASNO,REDEK,SUHO,ASFALT
7943001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7943002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7943003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7943004,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7944001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7944002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7945001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7945002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7946001,OBLAČNO,GOST,MOKRO,ASFALT
7946002,OBLAČNO,GOST,MOKRO,ASFALT
7947001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7947002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7948001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7948002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7949001,JASNO,NEZNANO,SUHO,ASFALT
7950001,JASNO,GOST,SUHO,ASFALT
7950002,JASNO,GOST,SUHO,ASFALT
7951001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7951002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7952001,OBLAČNO,NEZNANO,SUHO,ASFALT
7953001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7954001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7955001,JASNO,REDEK,SUHO,ASFALT
7955002,JASNO,REDEK,SUHO,ASFALT
7956001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7956002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7957001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7957002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7958001,OBLAČNO,REDEK,MOKRO,ASFALT
7959001,JASNO,REDEK,SUHO,ASFALT
7959002,JASNO,REDEK,SUHO,ASFALT
7960001,JASNO,REDEK,SUHO,ASFALT
7961001,OBLAČNO,REDEK,SUHO,ASFALT
7962001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7963001,JASNO,REDEK,SUHO,ASFALT
7963002,JASNO,REDEK,SUHO,ASFALT
7964001,NEZNANO,NEZNANO,OSTALO,ASFALT
7965001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7965002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7966001,OBLAČNO,GOST,SUHO,ASFALT
7967001,NEZNANO,NEZNANO,SUHO,ASFALT
7968001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7968002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7968003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7969001,JASNO,GOST,SUHO,ASFALT
7969002,JASNO,GOST,SUHO,ASFALT
7970001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7971001,OBLAČNO,REDEK,OSTALO,ASFALT
7971002,OBLAČNO,REDEK,OSTALO,ASFALT
7972001,JASNO,NEZNANO,SUHO,ASFALT
7972002,JASNO,NEZNANO,SUHO,ASFALT
7973001,NEZNANO,NEZNANO,SUHO,ASFALT
7973002,NEZNANO,NEZNANO,SUHO,ASFALT
7974001,JASNO,GOST,SUHO,ASFALT
7974002,JASNO,GOST,SUHO,ASFALT
7975001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7975002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7976001,VETER,TEKOČ (NORMALEN),SUHO,ASFALT
7976002,VETER,TEKOČ (NORMALEN),SUHO,ASFALT
7977001,JASNO,REDEK,SUHO,ASFALT
7978001,JASNO,GOST,SUHO,ASFALT
7978002,JASNO,GOST,SUHO,ASFALT
7979001,NEZNANO,NEZNANO,SUHO,ASFALT
7979002,NEZNANO,NEZNANO,SUHO,ASFALT
7980001,JASNO,GOST,SUHO,ASFALT
7980002,JASNO,GOST,SUHO,ASFALT
7981001,JASNO,NEZNANO,SUHO,ASFALT
7981002,JASNO,NEZNANO,SUHO,ASFALT
7982001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7983001,OBLAČNO,REDEK,SUHO,ASFALT
7983002,OBLAČNO,REDEK,SUHO,ASFALT
7984001,NEZNANO,NEZNANO,SUHO,ASFALT
7985001,JASNO,NEZNANO,SUHO,ASFALT
7986001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7987001,JASNO,REDEK,SUHO,ASFALT
7988001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7989001,JASNO,NEZNANO,SUHO,ASFALT
7990001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7990002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7991001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7991002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7991003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7992001,JASNO,KOLONA VOZIL,SUHO,ASFALT
7992002,JASNO,KOLONA VOZIL,SUHO,ASFALT
7993001,JASNO,REDEK,SUHO,ASFALT
7993002,JASNO,REDEK,SUHO,ASFALT
7994001,JASNO,GOST,SUHO,ASFALT
7994002,JASNO,GOST,SUHO,ASFALT
7994003,JASNO,GOST,SUHO,ASFALT
7995001,JASNO,REDEK,SUHO,ASFALT
7996001,JASNO,GOST,SUHO,ASFALT
7996002,JASNO,GOST,SUHO,ASFALT
7996003,JASNO,GOST,SUHO,ASFALT
7996004,JASNO,GOST,SUHO,ASFALT
7996005,JASNO,GOST,SUHO,ASFALT
7996006,JASNO,GOST,SUHO,ASFALT
7997001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7997002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7997003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7998001,JASNO,REDEK,SUHO,ASFALT
7999001,OBLAČNO,REDEK,MOKRO,ASFALT
8000001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8000002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8001001,OBLAČNO,NEZNANO,SUHO,MAKADAM
8001002,OBLAČNO,NEZNANO,SUHO,MAKADAM
8002001,JASNO,GOST,SUHO,ASFALT
8002002,JASNO,GOST,SUHO,ASFALT
8003001,JASNO,REDEK,SUHO,ASFALT
8004001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8004002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8005001,JASNO,REDEK,SUHO,ASFALT
8006001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
8007001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8007002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8008001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8008002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8009001,JASNO,GOST,SUHO,ASFALT
8009002,JASNO,GOST,SUHO,ASFALT
8010001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8010002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8011001,OBLAČNO,REDEK,SUHO,ASFALT
8012001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8012002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8013001,JASNO,REDEK,OSTALO,ASFALT
8013002,JASNO,REDEK,OSTALO,ASFALT
8013003,JASNO,REDEK,OSTALO,ASFALT
8014001,OBLAČNO,GOST,SUHO,ASFALT
8015001,OBLAČNO,REDEK,SUHO,ASFALT
8016001,JASNO,NEZNANO,SUHO,ASFALT
8017001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8017002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8018001,OBLAČNO,GOST,SUHO,ASFALT
8018002,OBLAČNO,GOST,SUHO,ASFALT
8019001,JASNO,NEZNANO,SUHO,ASFALT
8019002,JASNO,NEZNANO,SUHO,ASFALT
8020001,OBLAČNO,NEZNANO,OSTALO,ASFALT
8021001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8021002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8022001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
8023001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8023002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8024001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8025001,JASNO,GOST,SUHO,ASFALT
8025002,JASNO,GOST,SUHO,ASFALT
8026001,OBLAČNO,REDEK,MOKRO,ASFALT
8027001,OBLAČNO,REDEK,SUHO,ASFALT
8027002,OBLAČNO,REDEK,SUHO,ASFALT
8028001,JASNO,REDEK,SUHO,ASFALT
8029001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8029002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8029003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8030001,JASNO,KOLONA VOZIL,SUHO,ASFALT
8030002,JASNO,KOLONA VOZIL,SUHO,ASFALT
8031001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8031002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8032001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
8032002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
8033001,JASNO,GOST,SUHO,ASFALT
8034001,JASNO,GOST,SUHO,ASFALT
8034002,JASNO,GOST,SUHO,ASFALT
8035001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8035002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8036001,OBLAČNO,REDEK,SUHO,ASFALT
8036002,OBLAČNO,REDEK,SUHO,ASFALT
8037001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8037002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8037003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8038001,JASNO,NEZNANO,SUHO,ASFALT
8039001,JASNO,REDEK,SUHO,ASFALT
8039002,JASNO,REDEK,SUHO,ASFALT
8040001,JASNO,GOST,SUHO,ASFALT
8040002,JASNO,GOST,SUHO,ASFALT
8041001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8041002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8042001,JASNO,NEZNANO,SUHO,ASFALT
8042002,JASNO,NEZNANO,SUHO,ASFALT
8043001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8043002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8043003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8044001,JASNO,REDEK,SUHO,ASFALT
8044002,JASNO,REDEK,SUHO,ASFALT
8045001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8045002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8045003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8046001,JASNO,REDEK,SUHO,ASFALT
8046002,JASNO,REDEK,SUHO,ASFALT
8046003,JASNO,REDEK,SUHO,ASFALT
8047001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8047002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8048001,OBLAČNO,REDEK,SUHO,ASFALT
8048002,OBLAČNO,REDEK,SUHO,ASFALT
8049001,JASNO,GOST,SUHO,ASFALT
8049002,JASNO,GOST,SUHO,ASFALT
8050001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8051001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8051002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8052001,OBLAČNO,GOST,SUHO,ASFALT
8052002,OBLAČNO,GOST,SUHO,ASFALT
8053001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8054001,OBLAČNO,GOST,SUHO,ASFALT
8054002,OBLAČNO,GOST,SUHO,ASFALT
8054003,OBLAČNO,GOST,SUHO,ASFALT
8055001,OBLAČNO,GOST,SUHO,ASFALT
8055002,OBLAČNO,GOST,SUHO,ASFALT
8056001,JASNO,GOST,SUHO,ASFALT
8056002,JASNO,GOST,SUHO,ASFALT
8056003,JASNO,GOST,SUHO,ASFALT
8057001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8057002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8057003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8058001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8058002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8059001,DEŽEVNO,REDEK,MOKRO,ASFALT
8060001,JASNO,GOST,SUHO,ASFALT
8060002,JASNO,GOST,SUHO,ASFALT
8061001,JASNO,REDEK,SUHO,ASFALT
8061002,JASNO,REDEK,SUHO,ASFALT
8062001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8062002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8063001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8063002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8064001,JASNO,NEZNANO,SUHO,ASFALT
8064002,JASNO,NEZNANO,SUHO,ASFALT
8065001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
8065002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
8066001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
8066002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
8067001,JASNO,NEZNANO,SUHO,ASFALT
8067002,JASNO,NEZNANO,SUHO,ASFALT
8068001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8068002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8069001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8070001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8070002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8071001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8072001,OBLAČNO,GOST,MOKRO,ASFALT
8073001,JASNO,TEKOČ (NORMALEN),SUHO,MAKADAM
8073002,JASNO,TEKOČ (NORMALEN),SUHO,MAKADAM
8074001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8074002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8075001,OBLAČNO,GOST,SUHO,ASFALT
8075002,OBLAČNO,GOST,SUHO,ASFALT
8076001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8076002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8077001,JASNO,REDEK,SUHO,ASFALT
8077002,JASNO,REDEK,SUHO,ASFALT
8077003,JASNO,REDEK,SUHO,ASFALT
8078001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8078002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8078003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
8079001,JASNO,REDEK,SUHO,ASFALT
8080001,JASNO,KOLONA VOZIL,SUHO,ASFALT
8080002,JASNO,KOLONA VOZIL,SUHO,ASFALT
8080003,JASNO,KOLONA VOZIL,SUHO,ASFALT
8081001,JASNO,REDEK,SUHO,ASFALT
8082001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8082002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8082003,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
8083001,JASNO,REDEK,SUHO,ASFALT
8083002,JASNO,REDEK,SUHO,ASFALT
